フォーマット区分,締切年月日,客先口座番号,カード体系区分,カードコード,特約店独自コード,提供先会員コード,提供先会員名称,インタンク区分,実車番・届先,車両・届先名称（カナ）,車両・届先名称,給油ＳＳコード,給油ＳＳ名称,給油日付,給油時刻,カード入力区分,販売形態,レシート番号,商品分類,商品コード,荷姿コード,商品名称,処理区分,値付区分,数量,換算後数量,単価（軽油税込）,単価（軽油税抜）,金額（軽油税込）,金額（軽油税抜）,消費税,合計金額,軽油税,陸運支局部,自動車識別登録番号,車種,車両番号,給油ＳＳ都道府県名,給油ＳＳ市郡区名,給油ＳＳ区町村名,管外区分,高速区分
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3035,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,0101437,安中下りＴＳ　　　　　　　　　,20250521,0602,0,0,144101,130,0216,00,軽油　　　　　　　　,0,1,+0000165.00,+0000165.00,+0000124.70,+0000092.60,+00020575,+00015279,+00001528,+00022103,+00005296,　　　　,   ,　,      ,群馬県　,安中市　　　,郷原　　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3035,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,0101437,安中下りＴＳ　　　　　　　　　,20250524,0530,0,0,344401,130,0216,00,軽油　　　　　　　　,0,1,+0000280.00,+0000280.00,+0000124.70,+0000092.60,+00034916,+00025928,+00002593,+00037509,+00008988,　　　　,   ,　,      ,群馬県　,安中市　　　,郷原　　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3035,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,5203062,中央道虎渓山ＰＡ上ＳＳ　　　　,20250528,1328,0,1,727701,130,0216,00,軽油　　　　　　　　,0,1,+0000267.00,+0000267.00,+0000124.70,+0000092.60,+00033294,+00024724,+00002472,+00035766,+00008570,　　　　,   ,　,      ,岐阜県　,多治見市　　,虎渓山町　　,0,1
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3035,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,0101437,安中下りＴＳ　　　　　　　　　,20250531,0540,0,0,794201,130,0216,00,軽油　　　　　　　　,0,1,+0000163.00,+0000163.00,+0000124.70,+0000092.60,+00020326,+00015094,+00001509,+00021835,+00005232,　　　　,   ,　,      ,群馬県　,安中市　　　,郷原　　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3215,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,3206372,上武道深谷バイパスＴＳ　　　　,20250430,2245,0,0,168401,130,0216,00,軽油　　　　　　　　,0,1,+0000137.00,+0000137.00,+0000131.20,+0000099.10,+00017974,+00013577,+00001358,+00019332,+00004397,　　　　,   ,　,      ,埼玉県　,熊谷市　　　,西別府　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3215,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,3206372,上武道深谷バイパスＴＳ　　　　,20250508,0020,0,0,616101,130,0216,00,軽油　　　　　　　　,0,1,+0000125.00,+0000125.00,+0000124.70,+0000092.60,+00015587,+00011575,+00001158,+00016745,+00004012,　　　　,   ,　,      ,埼玉県　,熊谷市　　　,西別府　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3215,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,3206372,上武道深谷バイパスＴＳ　　　　,20250509,2319,0,0,730601,130,0216,00,軽油　　　　　　　　,0,1,+0000083.00,+0000083.00,+0000124.70,+0000092.60,+00010350,+00007686,+00000769,+00011119,+00002664,　　　　,   ,　,      ,埼玉県　,熊谷市　　　,西別府　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3215,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,3206372,上武道深谷バイパスＴＳ　　　　,20250521,2221,0,0,106801,130,0216,00,軽油　　　　　　　　,0,1,+0000137.00,+0000137.00,+0000124.70,+0000092.60,+00017083,+00012686,+00001269,+00018352,+00004397,　　　　,   ,　,      ,埼玉県　,熊谷市　　　,西別府　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3215,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,3206372,上武道深谷バイパスＴＳ　　　　,20250526,2200,0,0,453201,130,0216,00,軽油　　　　　　　　,0,1,+0000137.00,+0000137.00,+0000124.70,+0000092.60,+00017083,+00012686,+00001269,+00018352,+00004397,　　　　,   ,　,      ,埼玉県　,熊谷市　　　,西別府　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3215,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,3206372,上武道深谷バイパスＴＳ　　　　,20250528,2224,0,0,570601,130,0216,00,軽油　　　　　　　　,0,1,+0000116.00,+0000116.00,+0000124.70,+0000092.60,+00014465,+00010742,+00001074,+00015539,+00003723,　　　　,   ,　,      ,埼玉県　,熊谷市　　　,西別府　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3323,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,0101437,安中下りＴＳ　　　　　　　　　,20250504,2125,0,0,512801,130,0216,00,軽油　　　　　　　　,0,1,+0000242.00,+0000242.00,+0000124.70,+0000092.60,+00030177,+00022409,+00002241,+00032418,+00007768,　　　　,   ,　,      ,群馬県　,安中市　　　,郷原　　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3577,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4103958,東北道那須高原ＳＡ上りＳＳ　　,20250523,1249,0,1,380801,130,0216,00,軽油　　　　　　　　,0,1,+0000163.00,+0000163.00,+0000124.70,+0000092.60,+00020326,+00015094,+00001509,+00021835,+00005232,　　　　,   ,　,      ,栃木県　,那須郡　　　,那須町　　　,0,1
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3577,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4103958,東北道那須高原ＳＡ上りＳＳ　　,20250530,1255,0,1,633601,130,0216,00,軽油　　　　　　　　,0,1,+0000296.00,+0000296.00,+0000124.70,+0000092.60,+00036911,+00027410,+00002741,+00039652,+00009501,　　　　,   ,　,      ,栃木県　,那須郡　　　,那須町　　　,0,1
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3775,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250525,2201,0,0,682301,130,0216,00,軽油　　　　　　　　,0,1,+0000152.00,+0000152.00,+0000124.70,+0000092.60,+00018954,+00014075,+00001408,+00020362,+00004879,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3775,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250531,0335,0,0,174801,130,0216,00,軽油　　　　　　　　,0,1,+0000080.00,+0000080.00,+0000124.70,+0000092.60,+00009976,+00007408,+00000741,+00010717,+00002568,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3883,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,3206372,上武道深谷バイパスＴＳ　　　　,20250501,2300,0,0,235001,130,0216,00,軽油　　　　　　　　,0,1,+0000061.00,+0000061.00,+0000124.70,+0000092.60,+00007606,+00005648,+00000565,+00008171,+00001958,　　　　,   ,　,      ,埼玉県　,熊谷市　　　,西別府　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3955,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250501,2101,0,0,527001,130,0216,00,軽油　　　　　　　　,0,1,+0000102.00,+0000102.00,+0000124.70,+0000092.60,+00012719,+00009445,+00000945,+00013664,+00003274,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3955,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250502,2051,0,0,561301,130,0216,00,軽油　　　　　　　　,0,1,+0000044.00,+0000044.00,+0000124.70,+0000092.60,+00005486,+00004074,+00000407,+00005893,+00001412,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3955,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250502,2129,0,0,562601,310,8790,00,大型洗車　　　　　　,0,1,+0000001.00,+0000001.00,+0000100.00,+0000100.00,+00000100,+00000100,+00000010,+00000110,+00000000,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3955,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250503,2107,0,0,601101,130,0216,00,軽油　　　　　　　　,0,1,+0000052.00,+0000052.00,+0000124.70,+0000092.60,+00006484,+00004815,+00000482,+00006966,+00001669,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3955,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250506,2037,0,0,680101,130,0216,00,軽油　　　　　　　　,0,1,+0000086.00,+0000086.00,+0000124.70,+0000092.60,+00010724,+00007964,+00000796,+00011520,+00002760,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3955,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250506,2116,0,0,680801,310,8790,00,大型洗車　　　　　　,0,1,+0000001.00,+0000001.00,+0000100.00,+0000100.00,+00000100,+00000100,+00000010,+00000110,+00000000,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3955,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250508,2127,0,0,759401,130,0216,00,軽油　　　　　　　　,0,1,+0000095.00,+0000095.00,+0000124.70,+0000092.60,+00011846,+00008797,+00000880,+00012726,+00003049,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3955,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250510,2050,0,0,133101,130,0216,00,軽油　　　　　　　　,0,1,+0000094.00,+0000094.00,+0000124.70,+0000092.60,+00011721,+00008704,+00000870,+00012591,+00003017,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3955,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250513,2118,0,0,238401,130,0216,00,軽油　　　　　　　　,0,1,+0000097.00,+0000097.00,+0000124.70,+0000092.60,+00012095,+00008982,+00000898,+00012993,+00003113,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3955,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250515,2047,0,0,314401,130,0216,00,軽油　　　　　　　　,0,1,+0000085.00,+0000085.00,+0000124.70,+0000092.60,+00010599,+00007871,+00000787,+00011386,+00002728,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3955,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250520,2100,0,0,497401,130,0216,00,軽油　　　　　　　　,0,1,+0000093.00,+0000093.00,+0000124.70,+0000092.60,+00011597,+00008612,+00000861,+00012458,+00002985,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3955,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250522,2104,0,0,578101,130,0216,00,軽油　　　　　　　　,0,1,+0000101.00,+0000101.00,+0000124.70,+0000092.60,+00012594,+00009352,+00000935,+00013529,+00003242,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3955,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250524,2011,0,0,652301,130,0216,00,軽油　　　　　　　　,0,1,+0000091.00,+0000091.00,+0000124.70,+0000092.60,+00011347,+00008426,+00000843,+00012190,+00002921,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3955,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250524,2020,0,0,653501,310,8790,00,大型洗車　　　　　　,0,1,+0000001.00,+0000001.00,+0000100.00,+0000100.00,+00000100,+00000100,+00000010,+00000110,+00000000,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3955,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250527,2133,0,0,756501,130,0216,00,軽油　　　　　　　　,0,1,+0000094.00,+0000094.00,+0000124.70,+0000092.60,+00011721,+00008704,+00000870,+00012591,+00003017,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3955,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250528,2111,0,0,795301,130,0216,00,軽油　　　　　　　　,0,1,+0000042.00,+0000042.00,+0000124.70,+0000092.60,+00005237,+00003889,+00000389,+00005626,+00001348,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,3955,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250531,2030,0,0,199501,130,0216,00,軽油　　　　　　　　,0,1,+0000096.00,+0000096.00,+0000124.70,+0000092.60,+00011971,+00008890,+00000889,+00012860,+00003081,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,5015,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250503,0335,0,0,570701,130,0216,00,軽油　　　　　　　　,0,1,+0000315.00,+0000315.00,+0000124.70,+0000092.60,+00039280,+00029169,+00002917,+00042197,+00010111,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,5015,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250509,0339,0,0,763901,130,0216,00,軽油　　　　　　　　,0,1,+0000331.00,+0000331.00,+0000124.70,+0000092.60,+00041275,+00030650,+00003065,+00044340,+00010625,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,5015,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250514,0338,0,0,242001,310,8790,00,大型洗車　　　　　　,0,1,+0000001.00,+0000001.00,+0000100.00,+0000100.00,+00000100,+00000100,+00000010,+00000110,+00000000,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,5015,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250525,0426,0,0,657801,130,0216,00,軽油　　　　　　　　,0,1,+0000326.00,+0000326.00,+0000124.70,+0000092.60,+00040652,+00030188,+00003019,+00043671,+00010464,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,5015,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250525,0428,0,0,657901,310,8790,00,大型洗車　　　　　　,0,1,+0000001.00,+0000001.00,+0000100.00,+0000100.00,+00000100,+00000100,+00000010,+00000110,+00000000,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,5015,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250531,0312,0,0,174601,130,0216,00,軽油　　　　　　　　,0,1,+0000311.00,+0000311.00,+0000124.70,+0000092.60,+00038781,+00028798,+00002880,+00041661,+00009983,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,5033,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250506,2150,0,0,681301,130,0216,00,軽油　　　　　　　　,0,1,+0000210.00,+0000210.00,+0000124.70,+0000092.60,+00026187,+00019446,+00001945,+00028132,+00006741,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,5033,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,3206372,上武道深谷バイパスＴＳ　　　　,20250513,1607,0,0,261701,130,0216,00,軽油　　　　　　　　,0,1,+0000314.00,+0000314.00,+0000124.70,+0000092.60,+00039155,+00029076,+00002908,+00042063,+00010079,　　　　,   ,　,      ,埼玉県　,熊谷市　　　,西別府　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,5033,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250518,2233,0,0,422301,130,0216,00,軽油　　　　　　　　,0,1,+0000351.00,+0000351.00,+0000124.70,+0000092.60,+00043769,+00032502,+00003250,+00047019,+00011267,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,5123,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250520,2305,0,0,499801,130,0216,00,軽油　　　　　　　　,0,1,+0000096.00,+0000096.00,+0000124.70,+0000092.60,+00011971,+00008890,+00000889,+00012860,+00003081,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,5501,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250501,2336,0,0,531101,130,0216,00,軽油　　　　　　　　,0,1,+0000100.00,+0000100.00,+0000124.70,+0000092.60,+00012470,+00009260,+00000926,+00013396,+00003210,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,5501,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,3206372,上武道深谷バイパスＴＳ　　　　,20250502,2233,0,0,285601,310,8790,00,大型洗車　　　　　　,0,1,+0000001.00,+0000001.00,+0000100.00,+0000100.00,+00000100,+00000100,+00000010,+00000110,+00000000,　　　　,   ,　,      ,埼玉県　,熊谷市　　　,西別府　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,5501,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,3206372,上武道深谷バイパスＴＳ　　　　,20250502,2233,0,0,285602,310,6449,00,洗車関連　　　　　　,0,1,+0000001.00,+0000001.00,+0000100.00,+0000100.00,+00000100,+00000100,+00000010,+00000110,+00000000,　　　　,   ,　,      ,埼玉県　,熊谷市　　　,西別府　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,5501,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,3206372,上武道深谷バイパスＴＳ　　　　,20250503,2224,0,0,367401,130,0216,00,軽油　　　　　　　　,0,1,+0000098.00,+0000098.00,+0000124.70,+0000092.60,+00012220,+00009075,+00000908,+00013128,+00003145,　　　　,   ,　,      ,埼玉県　,熊谷市　　　,西別府　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,5501,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250505,2117,0,0,658001,130,0216,00,軽油　　　　　　　　,0,1,+0000085.00,+0000085.00,+0000124.70,+0000092.60,+00010599,+00007871,+00000787,+00011386,+00002728,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,5501,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,3206372,上武道深谷バイパスＴＳ　　　　,20250516,2222,0,0,483401,130,0216,00,軽油　　　　　　　　,0,1,+0000108.00,+0000108.00,+0000124.70,+0000092.60,+00013467,+00010001,+00001000,+00014467,+00003466,　　　　,   ,　,      ,埼玉県　,熊谷市　　　,西別府　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,5501,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250523,1309,0,0,599001,130,0216,00,軽油　　　　　　　　,0,1,+0000100.00,+0000100.00,+0000124.70,+0000092.60,+00012470,+00009260,+00000926,+00013396,+00003210,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,5501,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250529,2242,0,0,133001,130,0216,00,軽油　　　　　　　　,0,1,+0000096.00,+0000096.00,+0000124.70,+0000092.60,+00011971,+00008890,+00000889,+00012860,+00003081,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,5665,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,3206372,上武道深谷バイパスＴＳ　　　　,20250507,2208,0,0,611901,130,0216,00,軽油　　　　　　　　,0,1,+0000093.00,+0000093.00,+0000124.70,+0000092.60,+00011597,+00008612,+00000861,+00012458,+00002985,　　　　,   ,　,      ,埼玉県　,熊谷市　　　,西別府　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,5665,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,3206372,上武道深谷バイパスＴＳ　　　　,20250507,2210,0,0,612301,310,8790,00,大型洗車　　　　　　,0,1,+0000001.00,+0000001.00,+0000100.00,+0000100.00,+00000100,+00000100,+00000010,+00000110,+00000000,　　　　,   ,　,      ,埼玉県　,熊谷市　　　,西別府　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,5665,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,3206372,上武道深谷バイパスＴＳ　　　　,20250509,2250,0,0,729901,130,0216,00,軽油　　　　　　　　,0,1,+0000119.00,+0000119.00,+0000124.70,+0000092.60,+00014839,+00011020,+00001102,+00015941,+00003819,　　　　,   ,　,      ,埼玉県　,熊谷市　　　,西別府　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,5665,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,3206372,上武道深谷バイパスＴＳ　　　　,20250511,2234,0,0,162801,130,0216,00,軽油　　　　　　　　,0,1,+0000126.00,+0000126.00,+0000124.70,+0000092.60,+00015712,+00011668,+00001167,+00016879,+00004044,　　　　,   ,　,      ,埼玉県　,熊谷市　　　,西別府　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,5665,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,3206372,上武道深谷バイパスＴＳ　　　　,20250515,2219,0,0,416501,130,0216,00,軽油　　　　　　　　,0,1,+0000119.00,+0000119.00,+0000124.70,+0000092.60,+00014839,+00011020,+00001102,+00015941,+00003819,　　　　,   ,　,      ,埼玉県　,熊谷市　　　,西別府　　　,0,0
